GSSyear                    ,Idnum,Ballot used for interview,prestige
2014,2156,Ballot c,55
2014,2157,Ballot a,45
2014,2158,Ballot b,46
2014,2159,Ballot b,53
2014,2160,Ballot a,39
2014,2161,Ballot b,47
2014,2162,Ballot c,33
2014,2163,Ballot c,31
2014,2164,Ballot c,41
2014,2165,Ballot a,21
2014,2166,Ballot c,72
2014,2167,Ballot c,36
2014,2168,Ballot a,46
2014,2169,Ballot a,44
2014,2170,Ballot b,49
2014,2171,Ballot a,55
2014,2172,Ballot c,35
2014,2173,Ballot a,38
2014,2174,Ballot a,32
2014,2175,Ballot b,47
2014,2176,Ballot a,47
2014,2177,Ballot b,31
2014,2178,Ballot a,52
2014,2179,Ballot a,41
2014,2180,Ballot c,46
2014,2181,Ballot a,40
2014,2182,Ballot a,65
2014,2183,Ballot c,74
2014,2184,Ballot a,31
2014,2185,Ballot a,49
2014,2186,Ballot a,48
2014,2187,Ballot c,31
2014,2188,Ballot b,25
2014,2189,Ballot c,73
2014,2190,Ballot a,37
2014,2191,Ballot a,28
2014,2192,Ballot a,31
2014,2193,Ballot a,44
2014,2194,Ballot c,39
2014,2195,Ballot a,48
2014,2196,Ballot b,33
2014,2197,Ballot b,50
2014,2198,Ballot c,32
2014,2199,Ballot b,50
2014,2200,Ballot c,35
2014,2201,Ballot a,73
2014,2202,Ballot b,35
2014,2203,Ballot c,0
2014,2204,Ballot a,35
2014,2205,Ballot c,30
2014,2206,Ballot a,45
2014,2207,Ballot c,0
2014,2208,Ballot a,53
2014,2209,Ballot b,25
2014,2210,Ballot a,25
2014,2211,Ballot a,35
2014,2212,Ballot b,24
2014,2213,Ballot c,0
2014,2214,Ballot b,74
2014,2215,Ballot b,42
2014,2216,Ballot a,0
2014,2217,Ballot b,48
2014,2218,Ballot c,43
2014,2219,Ballot c,74
2014,2220,Ballot b,33
2014,2221,Ballot a,21
2014,2222,Ballot b,35
2014,2223,Ballot c,62
2014,2224,Ballot c,25
2014,2225,Ballot b,44
2014,2226,Ballot b,62
2014,2227,Ballot c,56
2014,2228,Ballot a,74
2014,2229,Ballot c,44
2014,2230,Ballot c,62
2014,2231,Ballot b,70
2014,2232,Ballot c,62
2014,2233,Ballot a,62
2014,2234,Ballot a,46
2014,2235,Ballot a,62
2014,2236,Ballot b,62
2014,2237,Ballot b,58
2014,2238,Ballot a,25
2014,2239,Ballot c,48
2014,2240,Ballot a,38
2014,2241,Ballot a,24
2014,2242,Ballot b,24
2014,2243,Ballot a,40
2014,2244,Ballot a,0
2014,2245,Ballot c,59
2014,2246,Ballot a,60
2014,2247,Ballot b,61
2014,2248,Ballot a,48
2014,2249,Ballot b,38
2014,2250,Ballot a,72
2014,2251,Ballot a,67
2014,2252,Ballot a,31
2014,2253,Ballot c,42
2014,2254,Ballot c,41
2014,2255,Ballot c,47
2014,2256,Ballot c,38
2014,2257,Ballot a,35
2014,2258,Ballot a,35
2014,2259,Ballot a,51
2014,2260,Ballot a,28
2014,2261,Ballot b,43
2014,2262,Ballot b,39
2014,2263,Ballot c,21
2014,2264,Ballot c,25
2014,2265,Ballot b,53
2014,2266,Ballot c,49
2014,2267,Ballot c,53
2014,2268,Ballot b,39
2014,2269,Ballot c,59
2014,2270,Ballot b,61
2014,2271,Ballot b,61
2014,2272,Ballot c,49
2014,2273,Ballot a,62
2014,2274,Ballot b,35
2014,2275,Ballot c,35
2014,2276,Ballot a,62
2014,2277,Ballot a,35
2014,2278,Ballot b,51
2014,2279,Ballot b,31
2014,2280,Ballot a,37
2014,2281,Ballot c,66
2014,2282,Ballot b,39
2014,2283,Ballot a,53
2014,2284,Ballot a,35
2014,2285,Ballot b,60
2014,2286,Ballot c,48
2014,2287,Ballot a,46
2014,2288,Ballot b,61
2014,2289,Ballot b,27
2014,2290,Ballot c,31
2014,2291,Ballot b,64
2014,2292,Ballot a,35
2014,2293,Ballot c,70
2014,2294,Ballot b,53
2014,2295,Ballot c,48
2014,2296,Ballot c,0
2014,2297,Ballot b,50
2014,2298,Ballot c,66
2014,2299,Ballot b,35
2014,2300,Ballot b,17
2014,2301,Ballot b,46
2014,2302,Ballot b,64
2014,2303,Ballot a,64
2014,2304,Ballot a,72
2014,2305,Ballot a,47
2014,2306,Ballot a,31
2014,2307,Ballot b,46
2014,2308,Ballot a,25
2014,2309,Ballot c,38
2014,2310,Ballot c,28
2014,2311,Ballot b,0
2014,2312,Ballot a,69
2014,2313,Ballot c,45
2014,2314,Ballot b,55
2014,2315,Ballot b,49
2014,2316,Ballot b,25
2014,2317,Ballot a,62
2014,2318,Ballot c,63
2014,2319,Ballot a,24
2014,2320,Ballot b,61
2014,2321,Ballot c,35
2014,2322,Ballot a,48
2014,2323,Ballot a,24
2014,2324,Ballot a,50
2014,2325,Ballot c,36
2014,2326,Ballot a,25
2014,2327,Ballot c,42
2014,2328,Ballot c,47
2014,2329,Ballot b,32
2014,2330,Ballot a,60
2014,2331,Ballot b,46
2014,2332,Ballot a,62
2014,2333,Ballot b,47
2014,2334,Ballot a,66
2014,2335,Ballot c,24
2014,2336,Ballot c,63
2014,2337,Ballot c,62
2014,2338,Ballot b,25
2014,2339,Ballot a,24
2014,2340,Ballot c,60
2014,2341,Ballot c,38
2014,2342,Ballot a,47
2014,2343,Ballot a,17
2014,2344,Ballot a,62
2014,2345,Ballot a,62
2014,2346,Ballot c,28
2014,2347,Ballot a,49
2014,2348,Ballot a,62
2014,2349,Ballot c,48
2014,2350,Ballot b,65
2014,2351,Ballot b,53
2014,2352,Ballot c,24
2014,2353,Ballot c,31
2014,2354,Ballot c,42
2014,2355,Ballot c,21
2014,2356,Ballot c,47
2014,2357,Ballot c,41
2014,2358,Ballot a,66
2014,2359,Ballot b,35
2014,2360,Ballot c,33
2014,2361,Ballot c,36
2014,2362,Ballot b,28
2014,2363,Ballot c,24
2014,2364,Ballot c,47
2014,2365,Ballot a,48
2014,2366,Ballot c,25
2014,2367,Ballot b,64
2014,2368,Ballot b,27
2014,2369,Ballot b,38
2014,2370,Ballot a,35
2014,2371,Ballot a,64
2014,2372,Ballot b,35
2014,2373,Ballot c,33
2014,2374,Ballot c,49
2014,2375,Ballot b,35
2014,2376,Ballot c,39
2014,2377,Ballot a,0
2014,2378,Ballot b,51
2014,2379,Ballot b,80
2014,2380,Ballot c,36
2014,2381,Ballot c,55
2014,2382,Ballot a,31
2014,2383,Ballot c,16
2014,2384,Ballot a,38
2014,2385,Ballot c,33
2014,2386,Ballot a,52
2014,2387,Ballot c,43
2014,2388,Ballot b,44
2014,2389,Ballot b,21
2014,2390,Ballot c,31
2014,2391,Ballot c,58
2014,2392,Ballot a,53
2014,2393,Ballot b,66
2014,2394,Ballot a,22
2014,2395,Ballot b,35
2014,2396,Ballot b,55
2014,2397,Ballot a,28
2014,2398,Ballot a,35
2014,2399,Ballot a,35
2014,2400,Ballot c,25
2014,2401,Ballot a,40
2014,2402,Ballot b,24
2014,2403,Ballot b,45
2014,2404,Ballot b,43
2014,2405,Ballot c,45
2014,2406,Ballot c,50
2014,2407,Ballot c,64
2014,2408,Ballot b,38
2014,2409,Ballot a,47
2014,2410,Ballot b,25
2014,2411,Ballot a,50
2014,2412,Ballot b,61
2014,2413,Ballot c,51
2014,2414,Ballot c,73
2014,2415,Ballot c,39
2014,2416,Ballot a,32
2014,2417,Ballot a,53
2014,2418,Ballot a,25
2014,2419,Ballot a,21
2014,2420,Ballot a,48
2014,2421,Ballot b,35
2014,2422,Ballot b,61
2014,2423,Ballot c,31
2014,2424,Ballot b,40
2014,2425,Ballot c,45
2014,2426,Ballot a,73
2014,2427,Ballot a,35
2014,2428,Ballot b,66
2014,2429,Ballot a,48
2014,2430,Ballot c,28
2014,2431,Ballot b,35
2014,2432,Ballot a,38
2014,2433,Ballot b,80
2014,2434,Ballot c,28
2014,2435,Ballot a,64
2014,2436,Ballot a,35
2014,2437,Ballot b,46
2014,2438,Ballot c,25
2014,2439,Ballot a,64
2014,2440,Ballot c,36
2014,2441,Ballot a,0
2014,2442,Ballot a,35
2014,2443,Ballot b,38
2014,2444,Ballot c,38
2014,2445,Ballot a,21
2014,2446,Ballot b,34
2014,2447,Ballot b,32
2014,2448,Ballot a,23
2014,2449,Ballot a,21
2014,2450,Ballot b,47
2014,2451,Ballot b,0
2014,2452,Ballot a,48
2014,2453,Ballot b,27
2014,2454,Ballot b,50
2014,2455,Ballot c,50
2014,2456,Ballot c,49
2014,2457,Ballot b,35
2014,2458,Ballot a,44
2014,2459,Ballot c,25
2014,2460,Ballot a,46
2014,2461,Ballot b,38
2014,2462,Ballot c,43
2014,2463,Ballot a,30
2014,2464,Ballot c,49
2014,2465,Ballot c,56
2014,2466,Ballot b,48
2014,2467,Ballot a,61
2014,2468,Ballot b,44
2014,2469,Ballot c,24
2014,2470,Ballot c,32
2014,2471,Ballot a,44
2014,2472,Ballot b,32
2014,2473,Ballot b,48
2014,2474,Ballot b,44
2014,2475,Ballot c,32
2014,2476,Ballot a,27
2014,2477,Ballot a,51
2014,2478,Ballot b,49
2014,2479,Ballot c,38
2014,2480,Ballot b,33
2014,2481,Ballot c,50
2014,2482,Ballot b,61
2014,2483,Ballot a,64
2014,2484,Ballot c,33
2014,2485,Ballot b,40
2014,2486,Ballot c,35
2014,2487,Ballot c,36
2014,2488,Ballot b,36
2014,2489,Ballot b,52
2014,2490,Ballot b,47
2014,2491,Ballot b,25
2014,2492,Ballot a,35
2014,2493,Ballot b,38
2014,2494,Ballot b,32
2014,2495,Ballot a,26
2014,2496,Ballot a,42
2014,2497,Ballot a,38
2014,2498,Ballot b,64
2014,2499,Ballot b,33
2014,2500,Ballot c,0
2014,2501,Ballot b,28
2014,2502,Ballot b,28
2014,2503,Ballot b,48
2014,2504,Ballot c,24
2014,2505,Ballot b,25
2014,2506,Ballot c,0
2014,2507,Ballot a,18
2014,2508,Ballot b,36
2014,2509,Ballot a,64
2014,2510,Ballot c,0
2014,2511,Ballot a,22
2014,2512,Ballot a,21
2014,2513,Ballot a,53
2014,2514,Ballot b,36
2014,2515,Ballot a,35
2014,2516,Ballot b,33
2014,2517,Ballot b,46
2014,2518,Ballot c,21
2014,2519,Ballot a,47
2014,2520,Ballot b,69
2014,2521,Ballot a,50
2014,2522,Ballot a,50
2014,2523,Ballot a,53
2014,2524,Ballot b,31
2014,2525,Ballot a,31
2014,2526,Ballot a,64
2014,2527,Ballot a,39
2014,2528,Ballot c,50
2014,2529,Ballot c,64
2014,2530,Ballot b,52
2014,2531,Ballot b,63
2014,2532,Ballot b,42
2014,2533,Ballot b,61
2014,2534,Ballot a,44
2014,2535,Ballot c,32
2014,2536,Ballot b,24
2014,2537,Ballot b,67
2014,2538,Ballot a,36
2014,2539,Ballot a,61
2014,2540,Ballot a,27
2014,2541,Ballot a,39
2014,2542,Ballot c,40
2014,2543,Ballot a,35
,,,
Source,"Data collection: General Social Survey
Case Selection: (Combined.year = 2012 OR Combined.year = 2014)",,
